year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am6e5213479,tx,3.6,35767.0mi,silver,black,avis corporation,$22800,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2014,Kia,Optima,SXL,Sedan,automatic,5xxgr4a66eg284271,oh,4.2,5800.0mi,black,black,hyundai motor finance,$24900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee6bc713874,fl,2.9,24007.0mi,white,tan,world omni financial corporation,$10800,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2010,GMC,Acadia,SLT-1,SUV,automatic,1gklrmed8aj184352,ny,5.0,54519.0mi,burgundy,tan,santander consumer,$17200,Wed Jan 28 2015 01:50:00 GMT-0800 (PST)
2011,Nissan,Juke,SV,Hatchback,automatic,jn8af5mr7bt022575,fl,3.6,44613.0mi,gray,black,lauderdale bmw of fort lauderdale,$12000,Fri Jan 16 2015 01:35:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar4dm757323,fl,4.6,29560.0mi,black,black,nissan infiniti lt,$21600,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2007,Chrysler,Sebring,Limited,Sedan,automatic,1c3lc66m37n663243,oh,1.9,131033.0mi,black,gray,remarketing by ge/firelands fcu,$3200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2008,GMC,Acadia,SLT-2,suv,automatic,1gkev33788j224841,or,2.9,92334.0mi,silver,black,volkswagen of salem,$15500,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2010,Ford,F-150,Platinum,SuperCrew,automatic,1ftfw1cv5afd26798,tx,4.3,113701.0mi,white,brown,ge fleet services for itself/servicer,$18700,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2008,Ford,Escape,XLT,SUV,automatic,1fmcu93148kb67127,nj,2.7,96595.0mi,beige,beige,burns kull inc,$7000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Sentra,2.0 SR,sedan,automatic,3n1ab6ap4bl727678,ca,1.9,63843.0mi,red,gray,nissan motor acceptance corporation,$7250,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
2006,Volvo,XC90,2.5T,SUV,automatic,yv4cy592061299951,ca,3.6,95541.0mi,gray,black,garys auto sales inc,$5300,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2010,Dodge,Avenger,SXT,Sedan,automatic,1b3cc4fb9an120230,tx,2.0,126545.0mi,black,black,titlemax/san antonio tx26,$2600,Wed Apr 22 2015 03:20:00 GMT-0700 (PDT)
2013,Ford,F-150,SVT Raptor,SuperCrew,automatic,1ftfw1r68dfb27796,il,4.6,18375.0mi,silver,black,sutton leasing inc,$47500,Tue Feb 03 2015 02:00:00 GMT-0800 (PST)
2014,Ford,Edge,Limited,SUV,automatic,2fmdk4kc6eba38490,ca,3.6,28906.0mi,brown,black,enterprise vehicle exchange/orange,$24750,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2008,Chevrolet,Malibu,LT,Sedan,automatic,1g1zj57b08f283705,co,1.0,78758.0mi,burgundy,black,ally,$7000,Wed Feb 25 2015 03:45:00 GMT-0800 (PST)
2011,Jeep,Liberty,Sport,SUV,automatic,1j4pn2gk4bw552176,mi,4.3,28920.0mi,black,black,automobiles paille inc,$14300,Thu Jan 22 2015 01:30:00 GMT-0800 (PST)
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3vwfp7at3dm653364,tx,4.4,42640.0mi,silver,black,avis corporation,$11700,Wed Feb 25 2015 02:15:00 GMT-0800 (PST)
2007,Ford,Focus,ZX4 SE,Sedan,automatic,1fahp34n17w314730,ga,2.2,159752.0mi,white,gray,"ford motor credit company,llc",$1900,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2002,Ford,F-250 Super Duty,Lariat,SuperCab,automatic,1ftnx21f92eb17257,il,1.9,341704.0mi,gray,gray,laurel bmw of westmont,$4600,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
2011,GMC,Yukon XL,Denali,SUV,automatic,1gks2mef4br342528,ca,3.7,75565.0mi,black,black,newport lexus,$27250,Wed Jan 07 2015 04:15:00 GMT-0800 (PST)
2006,BMW,3 Series,325i,Sedan,automatic,wbavb13516pt02715,ca,2.2,123739.0mi,gray,black,repo remarketing/schools first fcu,$6500,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2003,Mazda,Protege5,Base,Wagon,automatic,jm1bj245331157236,fl,1.9,116815.0mi,blue,black,autonation toyota pinellas park,$2000,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl9eda40565,fl,3.8,38548.0mi,white,silver,avis budget group,$18100,Thu Jun 04 2015 02:00:00 GMT-0700 (PDT)
2006,Scion,xB,Base,wagon,automatic,jtlkt324864125125,ca,2.0,137682.0mi,blue,gray,wells fargo dealer services,$2500,Tue Jun 02 2015 06:00:00 GMT-0700 (PDT)
2014,FIAT,500L,Pop,Wagon,automatic,zfbcfaah2ez017247,il,4.0,17933.0mi,black,black,hertz corporation/gdp,$11300,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2001,Ford,Explorer Sport,Base,SUV,automatic,1fmyu70e71uc19605,ga,2.5,143892.0mi,green,tan,"by the book auto brokers, inc.",$2500,Tue Feb 17 2015 04:50:00 GMT-0800 (PST)
2009,Chevrolet,Malibu,LS,Sedan,automatic,1g1zg57b194167831,il,1.9,167968.0mi,blue,tan,honor finance,$2600,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2011,Infiniti,EX,EX35,SUV,automatic,jn1aj0hr0bm854697,il,4.0,24041.0mi,black,black,nissan infiniti lt,$25200,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
2013,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk7du677174,oh,3.8,44567.0mi,white,black,byers car rentals llc,$14000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dn418115,ca,4.2,28750.0mi,white,black,nissan-infiniti lt,$14250,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg7dr678169,ca,3.7,66460.0mi,blue,black,dtg operations inc,$10400,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
2005,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14555ke05419,ca,3.7,140251.0mi,blue,black,clear view systems,$7100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Ram,1500,Tradesman,crew cab,automatic,1c6rr7kt5ds648352,oh,3.6,24337.0mi,gray,gray,chrysler capital,$26100,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,Volkswagen,Jetta,Base,sedan,automatic,3vw2k7aj3dm261643,tx,2.7,25744.0mi,gray,black,vw credit,$9800,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2013,BMW,X3,xDrive28i,suv,automatic,5uxwx9c56d0a30337,fl,2.9,28224.0mi,gray,—,financial services remarketing (lease),$27000,Wed Jun 17 2015 02:40:00 GMT-0700 (PDT)
2011,MINI,Cooper,S,Hatchback,manual,wmwsv3c50bty23318,ga,3.8,40640.0mi,silver,black,bmw north america,$9000,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e31d1246533,mi,2.7,53033.0mi,gray,black,the hertz corporation,$9701,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2010,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4pr4gk7ac110914,ne,3.8,88003.0mi,white,black,dm northwest inc,$12500,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
2008,Lexus,ES 350,Base,Sedan,automatic,jthbj46g682201613,ca,4.3,47140.0mi,burgundy,beige,california auto wholesale,$15900,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2014,Lexus,IS 250,Base,Sedan,automatic,jthbf1d23e5017389,fl,4.3,26715.0mi,gray,black,jm lexus,$27900,Wed Jan 14 2015 16:00:00 GMT-0800 (PST)
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h74dr244396,wa,3.4,63560.0mi,red,black,dtag,$11800,Wed Jun 03 2015 06:20:00 GMT-0700 (PDT)
2006,Audi,A8,L quattro,Sedan,automatic,wauml44e16n015833,ga,2.9,138439.0mi,black,black,lexus of greenville,$9000,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
2007,Honda,CR-V,LX,SUV,automatic,5j6re38307l001435,nj,1.9,184802.0mi,—,gray,lester glenn buick,$5500,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,S,Convertible,automatic,wp0cb2a88ds132666,ga,4.2,14973.0mi,silver,red,porsche financial services,$58500,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2013,Infiniti,M,M37,Sedan,automatic,jn1by1ap6dm514536,tn,4.2,21592.0mi,silver,black,nissan north america inc.,$31000,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2013,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg7dt627799,az,2.9,20405.0mi,orange,black,"jpmorgan chase bank,n.a.",$15800,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2012,Lincoln,MKS,Base,Sedan,automatic,1lnhl9ftxcg806161,oh,4.3,44674.0mi,white,white,"ford motor credit company,llc",$21000,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,C-Class,C300 Luxury,Sedan,automatic,wddgf54x39r051380,ca,2.6,93944.0mi,white,black,walters auto sales/service inc,$12000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2006,Chrysler,Town and Country,Base,Minivan,automatic,1a4gp45rx6b741305,oh,1.9,90231.0mi,white,gray,auto xchange auto banx,$2500,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag2cc245291,nj,2.6,22151.0mi,gray,black,woodbridge auto sales,$22100,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2013,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k90dr213267,oh,3.8,22596.0mi,black,black,"ford motor credit company,llc",$18800,Tue Jan 20 2015 01:00:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 S,sedan,automatic,1n4aa5ap7dc837462,mi,3.3,47168.0mi,white,black,dtg operations inc,$13800,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2010,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,3d7jb1et3ag175448,mi,3.5,60827.0mi,black,tan,stratford hyundai,$12000,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0h99dub53975,mi,4.2,16593.0mi,red,black,"ford motor credit company,llc",$20500,Thu Mar 05 2015 01:00:00 GMT-0800 (PST)
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu0jx1eua20945,tn,4.7,17464.0mi,—,black,"ford motor credit company,llc",$23500,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f58ce368229,ca,2.9,43939.0mi,gray,gray,"ahfc/honda lease trust/hvt, inc.",$11300,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,suv,automatic,salsf2d47ba281414,ca,3.8,40670.0mi,blue,beige,"jpmorgan chase bank,n.a.",$32500,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2014,Mazda,MX-5 Miata,Grand Touring,Convertible,automatic,jm1nc2pf3e0236099,fl,4.2,2213.0mi,silver,black,onesource/kendall toyota,$23800,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2007,GMC,Yukon XL,SLE 1500,SUV,automatic,1gkfk16347r243610,nc,4.1,124519.0mi,white,gray,fort mill ford inc,$12100,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,sedan,automatic,5npdh4aexdh310788,nj,4.5,6327.0mi,gray,beige,hyundai motor finance,$12900,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2006,Cadillac,CTS,Base,Sedan,automatic,1g6dm57t360170836,ca,1.9,149857.0mi,gray,gray,us bank,$1250,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2014,Kia,Sorento,SX,SUV,automatic,5xykwda7xeg480771,oh,4.2,24140.0mi,burgundy,black,hyundai motor finance,$27200,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9h98dua53743,il,3.6,23902.0mi,blue,gray,hertz/allard rental corp,$19500,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee0cc812501,in,4.0,62945.0mi,silver,gray,chrysler capital,$8900,Thu Jan 08 2015 02:10:00 GMT-0800 (PST)
2009,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d3hb18px9s783017,va,1.9,87377.0mi,gray,gray,fiserv,$9000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2003,Saturn,VUE,Base,SUV,automatic,5gzcz63b13s840279,wi,2.2,135890.0mi,green,beige,credit acceptance corp/vrs/southfield,$2500,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf6ekd17593,tx,3.7,6259.0mi,white,gray,u-haul,$17800,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2006,Chrysler,PT Cruiser,Base,convertible,automatic,3c3jy45x66t300295,pa,1.9,59664.0mi,blue,gray,bergeys ford inc,$3050,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2014,Dodge,Charger,R/T,Sedan,automatic,2c3cdxct0eh216079,fl,4.0,21980.0mi,black,black,gsp transportation inc,$21800,Mon Feb 02 2015 04:30:00 GMT-0800 (PST)
2004,Chrysler,Sebring,Touring,Sedan,automatic,1c3el56r44n412225,ne,1.2,109052.0mi,beige,tan,select remarketing group llc/loan max title,$500,Thu Jan 29 2015 04:45:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fk2eu434082,ms,4.1,18744.0mi,gray,gray,world omni financial corporation,$15400,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2012,Ford,Explorer,Limited,SUV,automatic,1fmhk8f8xcga60108,il,4.8,24145.0mi,black,black,"ford motor credit company,llc",$32400,Tue Jan 13 2015 11:00:00 GMT-0800 (PST)
2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a79eg304052,mo,3.5,35886.0mi,red,gray,avis corporation,$14000,Wed Feb 11 2015 02:45:00 GMT-0800 (PST)
2006,Acura,TL,Base,Sedan,automatic,19uua66216a041073,fl,1.9,155987.0mi,black,tan,"jpmorgan chase bank,n.a.",$4600,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et8ckd78500,ne,4.0,34760.0mi,silver,gray,"larson motors, inc.",$26700,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2009,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54139r590862,tx,3.5,92673.0mi,green,gray,rlb investments,$9000,Wed Feb 04 2015 02:20:00 GMT-0800 (PST)
2012,Volkswagen,Jetta,Base,Sedan,automatic,3vw2k7aj4cm392255,fl,3.5,60553.0mi,black,black,the hertz corporation,$8600,Wed Feb 18 2015 01:10:00 GMT-0800 (PST)
2012,Dodge,Journey,Crew,SUV,automatic,3c4pdcdg6ct224005,md,2.9,21734.0mi,silver,black,santander consumer,$15900,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2009,Kia,Rio,LX,Sedan,automatic,knade223796553726,fl,3.4,83110.0mi,gold,tan,remarketing by ge/flagship credit acceptance,$3800,Fri Jun 05 2015 02:15:00 GMT-0700 (PDT)
2010,Volkswagen,Golf,2.5L PZEV,hatchback,automatic,wvwdb7aj6aw345253,ca,2.5,74527.0mi,black,black,buyers auto sales,$7200,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2013,Hyundai,Sonata,GLS,sedan,automatic,5npeb4ac8dh527132,oh,3.7,36544.0mi,gray,gray,hyundai motor finance,$11100,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,Chevrolet,Impala,LTZ,sedan,automatic,2g1wc5e38d1137210,az,3.6,33898.0mi,silver,black,first investors servicing corp,$11500,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
2004,Infiniti,FX35,Base,SUV,automatic,jnras08w24x218087,ga,2.9,123082.0mi,gray,beige,toyota of greenville,$8500,Tue Jan 06 2015 13:00:00 GMT-0800 (PST)
2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mv9bw685900,nj,3.4,44809.0mi,silver,black,bmw of bayside,$13300,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2006,Chevrolet,Cobalt,LS,coupe,automatic,1g1ak18f167823316,md,3.2,71875.0mi,silver,gray,355 toyota,$1650,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Honda,Accord,LX-S,Coupe,automatic,1hgcs1b31ca016180,nj,3.5,39126.0mi,white,beige,"ahfc/honda lease trust/hvt, inc. eot",$12500,Wed Jan 14 2015 09:30:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,Crew,minivan,automatic,2c4rdgdg0cr128910,il,2.7,67229.0mi,silver,black,santander consumer,$10200,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6cr220310,hi,4.1,14436.0mi,white,gray,mercedes-benz financial services,$21500,Wed Jan 28 2015 07:00:00 GMT-0800 (PST)
2014,Volkswagen,CC,R-Line PZEV,Sedan,automatic,wvwbp7anxee537475,ga,4.8,9383.0mi,—,black,vw credit prequalified,$21800,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2011,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3dt1bec33317,tn,4.3,44741.0mi,—,tan,ford-lincoln dealer program,$41000,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,4t1bg22kxyu965818,fl,2.4,177868.0mi,blue,gray,credit acceptance corp/vrs/southfield,$2100,Tue Feb 17 2015 02:55:00 GMT-0800 (PST)
2008,Chrysler,300,Touring,Sedan,automatic,2c3ka53g68h217074,ga,2.2,93017.0mi,white,black,quick cars llc,$5800,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a38dc057599,fl,3.2,61230.0mi,gray,gray,the hertz corporation,$11400,Thu Feb 19 2015 01:15:00 GMT-0800 (PST)
2013,Chevrolet,Sonic,LT,Sedan,automatic,1g1jc5shxd4126725,fl,3.6,52864.0mi,blue,black,the hertz corporation,$7900,Fri May 29 2015 02:15:00 GMT-0700 (PDT)
2010,Cadillac,CTS,Base,Sedan,automatic,1g6dc5eg7a0131331,oh,4.4,53270.0mi,silver,gray,wells fargo dealer services,$14600,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
2007,Nissan,Quest,3.5 S,minivan,automatic,5n1bv28u37n113270,tx,3.2,78063.0mi,red,gray,d&m leasing,$5700,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2005,Dodge,Neon,SXT,Sedan,automatic,1b3es56c25d169727,fl,2.0,116946.0mi,red,gray,credit acceptance corp/vrs/southfield,$1400,Thu Feb 05 2015 09:00:00 GMT-0800 (PST)
2012,Mitsubishi,i-MiEV,SE,Hatchback,automatic,ja3215h17cu023903,tn,4.9,1386.0mi,silver,black,ford-lincoln dealer program,$7800,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2bc863870,nj,2.7,27337.0mi,white,black,nissan-infiniti lt,$15800,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2012,Infiniti,EX,EX35,SUV,automatic,jn1aj0hr8cm450077,nj,3.9,19892.0mi,white,beige,nissan infiniti lt,$26000,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2012,Lexus,IS 250,Base,sedan,automatic,jthbf5c21c5167765,fl,4.3,20238.0mi,charcoal,beige,lexus financial services,$21000,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2009,Mitsubishi,Lancer,GTS,Sedan,automatic,ja3au86w79u000276,wa,2.5,102972.0mi,red,black,robert larson's hyundai,$6000,Tue Dec 30 2014 12:40:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk5eu840390,fl,2.0,8961.0mi,white,—,hertz/tra,$11000,Wed Feb 18 2015 06:30:00 GMT-0800 (PST)
2013,Dodge,Journey,SXT,SUV,automatic,3c4pdcbg9dt636892,az,4.4,34696.0mi,red,black,budget rent a car/farmington,$15600,Thu May 21 2015 05:00:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dc904364,nc,3.6,36818.0mi,white,black,enterprise veh exchange/rental,$13200,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2013,Lincoln,MKS,Base,Sedan,automatic,1lnhl9ftxdg612540,tn,4.5,46781.0mi,white,beige,"ford motor credit company,llc",$25300,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2013,Ford,Escape,SE,SUV,automatic,1fmcu9g94duc87069,il,4.1,64975.0mi,green,gray,the hertz corporation,$13500,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2014,Hyundai,Elantra,SE,Sedan,automatic,5npdh4ae4eh505397,nv,4.9,9543.0mi,blue,gray,hyundai motor america,$13500,Wed Dec 31 2014 12:00:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar6dm759977,co,3.9,19852.0mi,white,black,infiniti financial services,$22900,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn7aw234479,tx,2.4,102356.0mi,gray,black,security service fcu (sscu),$3300,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2008,Ford,F-150,XLT,SuperCrew,automatic,1ftpw14v98kd59484,mi,3.4,66010.0mi,black,black,larry hudson chevrolet buick gmc inc,$15600,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
2010,BMW,3 Series,328i,Convertible,automatic,wbawr3c50ap462024,nj,2.9,59645.0mi,black,beige,financial services remarketing (lease),$17000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2009,Toyota,Corolla,S,sedan,automatic,1nxbu40e69z022778,ca,2.7,149602.0mi,black,black,aaero sweet corporation,$6300,Wed Jun 03 2015 04:30:00 GMT-0700 (PDT)
2012,Lexus,RX 350,Base,SUV,automatic,jtjzk1ba2c2414173,fl,3.5,21066.0mi,black,beige,lexus financial services,$28400,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac8eh914958,sc,1.0,24703.0mi,blue,gray,enterprise vehicle exchange / tra / rental / tulsa,$11200,Thu Mar 05 2015 00:30:00 GMT-0800 (PST)
2007,Honda,Accord,LX,sedan,automatic,1hgcm56497a198169,nc,1.9,142806.0mi,silver,gray,c&f finance company,$4500,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2013,Honda,Civic,LX,Sedan,automatic,2hgfb2f54dh594694,nv,4.6,5631.0mi,gray,gray,"ahfc/honda lease trust/hvt, inc.",$14300,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LT,SUV,automatic,1gnkvjed8cj119805,oh,4.5,77000.0mi,white,black,the hertz corporation,$16200,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fk0eu421900,co,4.3,23940.0mi,silver,gray,toyota motor sales usa inc/program,$15000,Wed Jun 17 2015 04:45:00 GMT-0700 (PDT)
2013,Kia,Sorento,EX,SUV,automatic,5xyku4a28dg342591,tx,3.6,38640.0mi,gray,black,southside bank,$19100,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,sedan,automatic,5npdh4ae6dh315129,ga,4.2,23543.0mi,black,gray,hyundai motor finance,$11600,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT)
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l45r184025,wi,1.9,144000.0mi,blue,gray,toyota financial services,$1500,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2007,Honda,CR-V,EX,SUV,automatic,jhlre48567c121174,nv,2.9,132190.0mi,white,gray,credit acceptance corp/vrs/southfield,$8300,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS Fleet,Sedan,automatic,1g1za5e0xcf143655,ca,4.1,80061.0mi,silver,gray,wheels exchange llc,$9700,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
2003,Kia,Sedona,EX,minivan,automatic,kndup131236400263,wa,2.0,52221.0mi,white,beige,haselwood chevrolet cadillac buick pontiac gmc,$3700,Wed Jun 03 2015 06:10:00 GMT-0700 (PDT)
2012,Kia,Rio,LX,Sedan,automatic,knadm4a39c6046978,nj,3.8,32185.0mi,black,brown,kia motors finance,$9100,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2014,Kia,Optima,LX,sedan,automatic,5xxgm4a75eg343690,wi,4.3,12399.0mi,gray,beige,"kia motors america, inc",$14500,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2007,Infiniti,G35,Base,Coupe,manual,jnkcv54e27m904371,tx,3.5,90968.0mi,gray,black,mid city mcandrew motors,$11200,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c25c5163136,fl,3.4,25995.0mi,white,beige,lexus financial services,$22800,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2007,Toyota,Camry Solara,SE V6,Convertible,automatic,4t1fa38p47u125172,nc,4.3,83451.0mi,blue,gray,hendrick toyota scion wilmington,$6300,Fri Feb 20 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk7eu421134,nc,3.4,17372.0mi,silver,black,toyota motor sales usa inc/program,$15900,Tue Mar 03 2015 01:15:00 GMT-0800 (PST)
2007,Toyota,Camry,LE,Sedan,automatic,4t1be46k97u648512,tn,2.0,116842.0mi,blue,—,santander consumer,$6000,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd6er138099,fl,3.6,32523.0mi,red,beige,avis corporation,$15000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcukreh0eg394178,fl,4.3,13636.0mi,silver,black,kelley buick gmc inc,$28300,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2013,BMW,3 Series,328i,Sedan,automatic,wba3c1g57dnr45674,ca,3.8,28115.0mi,white,—,financial services remarketing (lease),$25750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,minivan,automatic,5tdkk3dc3bs068771,fl,1.9,36334.0mi,white,gray,south florida education fcu,$13000,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
